1 1 145.980014787931 -130.118534002946 -101.46017498962 0 130.118534002946 101.46017498962 -0
2 2 127.187721743359 161.731880302649 -32.6771922565204 -0 -161.731880302649 32.6771922565204 0
3 1 75.0578500022178 -160.522120070185 38.1791692965286 -0 160.522120070185 -38.1791692965286 0
4 1 89.5815883883638 -1.47369490954286 164.993418727274 -0 1.47369490954285 -164.993418727274 0
5 1 37.6708813223238 164.685989813886 -10.1747117414103 -0 -164.685989813885 10.1747117414103 0
6 2 139.183941249766 113.0031894379 -120.230109277427 -0 -113.0031894379 120.230109277427 0
7 1 106.340457410238 -45.3359554597011 -158.649459950408 0 45.3359554597011 158.649459950408 -0
8 2 24.8584528767793 143.627471123803 81.216682637136 -0 -143.627471123803 -81.216682637136 0
9 2 69.2306793168546 -152.431552457541 -63.1634531622822 0 152.431552457541 63.1634531622822 -0
10 2 116.981688702983 -121.282189810677 111.873278465981 -0 121.282189810677 -111.873278465981 0
11 2 114.714874710738 -164.820439197381 -7.6956366067009 0 164.820439197381 7.6956366067009 -0
12 1 65.9524808729026 -164.995206852559 1.25766278524911 -0 164.995206852559 -1.25766278524911 0
13 2 27.8597452468495 -149.252253472217 -70.34745790336 0 149.252253472217 70.34745790336 -0
14 1 72.0566243460269 -25.6450204925563 -162.994886189526 0 25.6450204925563 162.994886189525 -0
15 2 95.7028258732549 85.3949235965642 141.183239174971 -0 -85.3949235965642 -141.183239174971 0
16 1 34.4585148013872 32.0195405601858 161.863365287871 -0 -32.0195405601858 -161.863365287871 0
17 1 116.057839249226 -45.7619583488568 158.527105468048 -0 45.7619583488568 -158.527105468048 0
18 2 69.0274826751941 20.3619034652354 163.738794692255 -0 -20.3619034652354 -163.738794692255 0
19 2 37.6804973037497 -159.45572562246 -42.4131060665783 0 159.45572562246 42.4131060665783 -0
20 1 93.17442647269 -38.1849813986032 -160.520737587355 0 38.1849813986032 160.520737587355 -0
21 1 92.2881565237809 -145.31352023663 -78.1599695268529 0 145.31352023663 78.1599695268529 -0
22 1 64.3929116514912 140.669579362277 -86.2384452668297 -0 -140.669579362277 86.2384452668297 0
23 2 52.4664893947749 66.7237806436518 -150.907047869269 -0 -66.7237806436518 150.907047869269 0
24 1 72.29699902141 152.239991525946 63.6237768462369 -0 -152.239991525946 -63.6237768462369 0
25 2 81.9070667317821 -67.3712638927613 -150.619098395562 0 67.3712638927612 150.619098395562 -0
26 1 59.5191199592573 -21.1098128218511 163.644052145583 -0 21.1098128218511 -163.644052145583 0
27 1 150.104599373291 -109.312060324569 -123.595604564231 0 109.312060324569 123.595604564231 -0
28 2 36.025507353185 47.6676181958485 157.964547210869 -0 -47.6676181958485 -157.964547210869 0
29 2 29.2614718121716 -48.4448267563898 -157.727926381296 0 48.4448267563898 157.727926381296 -0
30 2 35.8015689286831 41.1860964931083 -159.777049214399 -0 -41.1860964931083 159.777049214399 0
31 1 62.7874283577353 -130.821989061451 100.551515045799 -0 130.821989061451 -100.551515045799 0
32 1 126.150667799474 77.8341621275814 -145.488292332742 -0 -77.8341621275813 145.488292332742 0
33 1 56.2903082449639 -151.112157372038 66.2579496692165 -0 151.112157372038 -66.2579496692165 0
34 2 68.2048963392223 106.189384477155 -126.288616368867 -0 -106.189384477155 126.288616368867 0
35 1 6.87722718491163 147.788184296771 -73.3733778850597 -0 -147.788184296771 73.3733778850597 0
36 2 144.204278119858 106.76018489488 125.806450236906 -0 -106.76018489488 -125.806450236906 0
37 2 175.331665178296 -80.4616709263684 -144.051794545354 0 80.4616709263683 144.051794545354 -0
